Node	CF	CN	CR	C^	Cr	C~
3643	12311	14142	30227	45	2	1
3644	7458	10238	34470	800	83	302
3645	13800	3730	17691	81	0	1
3646	32790	9519	40680	359	103	20
3647	5033	2602	11761	76	32	4
3648	26642	25235	54118	4142	471	1109
3649	2793	1801	5537	243	50	15
365	49095	66217	142432	16709	2425	8241
3650	27192	12108	37420	680	75	55
3651	815	222	2456	2	0	0
3652	2720	875	7220	16	1	1
3653	1270	1052	5961	89	24	21
3654	4531	3816	18238	357	72	66
3655	8277	2070	6926	81	12	11
3656	201	75	484	0	0	0
3657	10597	6142	20923	530	81	24
3658	19437	14028	47032	2435	54	192
3659	4790	3881	17487	342	2	10
366	62490	62076	179414	14213	2997	3752
3660	31076	19135	35677	1433	8	1402
3661	3	0	13	0	0	0
3662	21	9	490	0	0	0
3663	30464	15914	32107	2477	558	638
3664	60748	31017	38905	598	35	66
3665	42929	30907	72530	4466	366	1461
3666	27949	13100	29114	1823	233	384
3667	28611	12083	28949	1494	106	409
3668	40127	25463	48839	3578	411	979
3669	27783	9547	18819	1133	50	259
367	72367	72627	241765	8217	1837	2159
3670	2189	514	2527	15	0	0
3671	886	691	4767	133	5	37
3672	30379	12301	43346	1002	71	38
3673	24778	11730	38112	297	48	13
3674	13674	6260	15855	89	0	4
3675	43397	52961	80993	16181	1601	3466
3676	3	0	15	0	0	0
3677	52	19	253	0	0	0
3678	718	507	1607	0	0	0
3679	379	298	1612	11	4	1
368	20397	11050	50929	682	84	66
3680	17614	10713	29556	105	5	2
3681	8500	1804	8369	1	3	0
3682	1075	878	4336	21	1	8
3683	10925	1594	9327	1	25	0
3684	313	133	1638	0	0	0
3685	18323	9991	35072	905	184	570
3686	1879	1328	6532	43	0	1
3687	3148	948	6353	0	15	0
3688	3574	3248	12097	118	3	45
3689	219	241	6657	18	0	1
369	27207	25388	72883	3221	856	794
3690	75610	89522	127790	1919	408	27
3691	188186	211623	273994	18295	2384	570
3692	47413	43617	45680	166	96	0
3693	517253	604340	772908	189141	1540	36032
3694	217664	242479	299137	22046	3168	832
3695	13341	7318	30048	474	98	116
3696	14393	16116	63479	1113	157	395
3697	34235	31486	81066	1265	155	368
3698	72	58	593	7	0	0
3699	2	1	27	0	0	0
37	68942	66122	138597	5753	1469	2273
370	23931	12658	55526	1223	83	233
3700	28065	28885	59360	876	19	20
3701	14438	16008	21058	93	8	0
3702	96530	108938	234568	16602	404	1331
3703	19714	14201	53773	1036	234	83
3704	8677	4976	14091	239	0	4
3705	9119	5541	24863	211	51	40
3706	1408	685	4094	0	0	0
3707	17836	19072	61896	3038	450	1235
3708	15740	12173	25452	1678	226	573
3709	16575	15879	30196	2658	418	763
371	40279	49740	143174	5809	794	1846
3710	262	400	3389	0	0	0
3711	25430	25657	47221	4390	676	1352
3712	5883	6457	15061	745	110	431
3713	9223	8766	18552	1192	172	471
3714	12907	10236	22930	1371	229	538
3715	10882	10994	32075	1322	439	364
3716	4273	4079	10533	481	16	259
3717	12050	10057	20954	1199	110	517
3718	681	1231	5973	325	0	120
3719	9369	4264	17576	343	297	9
372	2054821	785733	2283858	51984	9861	10983
3720	2238	1198	4256	38	10	0
3721	59	27	561	0	0	0
3722	5354	4535	22138	336	10	62
3723	6525	3788	13513	480	1	71
3724	14207	18165	25323	308	34	56
3725	3433	2720	8924	207	65	45
3726	657	246	1201	0	0	0
3727	4490	2410	9678	211	51	11
3728	3562	1620	5181	41	23	15
3729	2325	1858	9562	169	25	23
373	118193	74998	234992	6909	852	1973
3730	3486	1557	5128	27	27	13
3731	159	132	1251	0	1	0
3732	1538	717	6207	0	1	0
3733	251205	291184	334149	21303	3553	811
3734	2113	4505	11556	593	8	651
3735	1795	5731	15097	11	0	1
3736	10	9	209	0	0	0
3737	82	80	566	13	3	1
3738	1776	5437	12607	3	0	1
3739	35109	66979	135939	2703	605	48
374	75117	111924	255104	23610	2778	10429
3740	16202	13828	24568	2767	117	640
3741	5766	2598	10904	327	2	132
3742	5686	3341	14020	406	14	180
3743	6705	4076	21899	405	79	121
3744	5740	2621	11145	342	2	138
3745	5514	2517	10893	350	3	131
3746	494	485	4392	76	3	13
3747	7392	10974	41722	152	83	27
3748	509	506	4526	80	11	11
3749	157185	148277	198558	8501	773	197
375	69522	67161	202574	14286	3253	3769
3750	8542	16412	54786	372	6	33
3751	14076	18767	86918	5526	351	1359
3752	2356	2929	16422	38	11	1
3753	4400	3821	13897	261	32	50
3754	100	177	1616	21	0	11
3755	704	420	4583	0	1	0
3756	9986	5212	23458	381	254	30
3757	6392	3923	18259	61	10	1
3758	674	620	3472	31	18	1
3759	681	196	2098	0	3	0
376	65828	41889	174169	3399	1379	645
3760	2699	968	4194	12	0	1
3761	7882	2914	16416	16	9	2
3762	6291	2555	15765	14	1	2
3763	5193	3621	20999	28	8	0
3764	155311	135771	159500	4561	610	188
3765	1125	1612	11176	0	0	0
3766	15	0	75	0	0	0
3767	360	403	3531	0	2	0
377	99305	97171	321681	11043	2108	3166
3770	1742	917	10739	19	8	0
3771	6284	5474	14394	265	3	165
3772	8872	6890	20203	333	11	167
3773	1031	511	2818	17	0	0
3774	11750	15727	37663	280	34	20
3775	11655	9832	26212	974	136	350
3776	5984	5253	12296	265	0	165
3777	8300	3681	15935	35	26	2
3778	3199	721	3690	10	2	1
3779	1782	1363	4710	65	13	27
378	36277	18730	70583	1401	252	677
3780	4903	3127	9345	11	28	0
3781	678	920	3238	202	21	36
3782	7115	3381	12493	144	52	1
3783	9285	958	8699	0	0	0
3784	4	14	642	3	0	1
3785	19860	2732	7879	5	0	2
3786	19469	3172	8290	10	1	2
3787	19650	2939	7670	7	1	2
3788	38	98	552	5	3	1
3789	28	23	90	6	4	0
379	143185	99024	307442	11269	2572	3398
3790	1179	441	2054	0	1	0
3791	18	110	466	13	4	3
3792	302	397	1171	22	2	2
3793	107	48	340	7	21	0
3794	17	59	206	0	0	0
3795	198	243	823	0	0	1
3796	5657	5839	20291	599	15	291
3797	6693	11779	14152	0	0	0
3798	9359	8924	29227	152	102	8
3799	3021	992	4810	79	4	7
38	49687	53946	105828	719	350	15
380	55709	64038	200759	5287	994	1678
3800	2930	1156	5277	97	3	16
3801	43	55	258	16	12	2
3802	545	125	1899	5	61	0
3803	493	190	1927	32	45	4
3804	493	190	1927	32	45	4
3805	545	125	1899	5	61	0
3806	43	55	258	16	12	2
3807	3605	931	4444	62	4	7
3808	62	14	210	7	29	0
3809	3776	625	4868	28	33	0
381	53481	89579	194968	19860	1518	11096
3810	8093	4108	15747	541	134	20
3811	157	74	615	0	0	0
3812	5391	6393	25491	23	31	0
3813	1052	1264	5759	162	20	39
3814	312	245	563	4	1	4
3815	4	28	128	1	0	4
3816	395	325	1105	18	2	4
3817	28	41	202	1	0	4
3818	113	179	893	3	3	4
3819	1371	956	4600	59	15	2
382	17142	8358	37157	307	48	79
3820	3835	1875	7777	177	21	68
3821	42592	30043	53496	1143	83	666
3822	6238	5952	19941	734	90	661
3823	663	987	3218	93	0	60
3824	1312	2009	7174	447	7	331
3825	2072	2557	8983	465	6	287
3826	2158	3598	11714	616	31	478
3827	1051	1652	6485	371	28	92
3828	44951	32670	65967	1004	123	492
3829	20524	16927	49189	1023	185	464
383	108151	148930	315169	26430	1696	12447
3830	13183	9103	38590	1126	403	161
3831	7533	3529	13670	567	7	35
3832	35283	19688	37724	1499	43	1149
3833	15989	17269	45732	40	43	1
3834	19766	17757	47314	476	31	95
3835	23143	18948	62567	1499	283	216
3836	22044	14828	54044	744	54	155
3837	30473	25241	45432	265	23	44
3838	13171	7034	21938	741	130	189
3839	376	872	3537	62	1	92
384	40121	42530	121641	5807	1426	1224
3840	381	918	3768	62	1	92
3841	1082	2022	7828	114	25	123
3842	14113	15886	55206	1738	108	989
3843	6083	7199	19678	1050	126	513
3844	23904	22494	47368	1099	74	396
3845	23924	24179	50387	1470	113	658
3846	23504	25655	54824	1524	59	904
3847	614	530	2907	13	1	1
3848	21819	22505	59837	1824	211	871
3849	18414	19101	56907	2243	278	853
385	50631	72395	155414	18484	2449	9073
3850	7203	2889	18813	338	35	46
3851	6686	3687	22495	356	36	146
3852	562	571	2302	41	7	12
3853	10	5	71	0	0	0
3854	12	3	65	0	0	0
3855	372	229	1998	5	3	0
3856	1415	574	3811	33	8	1
3857	37597	7833	21665	631	65	52
3858	8716	2804	13968	38	3	11
3859	9753	9588	33271	1106	107	386
386	60852	72386	175812	11046	747	3771
3860	6658	4646	18666	426	72	56
3861	6118	3861	15087	215	45	6
3862	1685	2374	10342	337	35	154
3863	3914	4164	12578	378	19	165
3864	5091	6230	18658	732	83	288
3865	2925	2571	11410	31	2	21
3866	24170	21470	73558	2040	337	391
3867	6553	2387	15857	136	54	7
3868	3316	1522	8995	33	12	2
3869	6855	3031	16181	235	57	22
387	47173	72646	152196	16899	1577	9110
3870	2081	668	3254	10	0	1
3871	15289	13321	39380	1224	347	274
3872	2081	668	3254	10	0	1
3873	29779	15322	38793	244	63	9
3874	38429	9814	29414	956	187	360
3875	13423	7924	20784	946	178	450
3876	11848	5756	11505	556	23	279
3877	10135	4497	13834	560	122	199
3878	4678	947	4683	40	7	0
3879	11437	5085	10362	475	15	236
388	105776	142986	320071	23804	2099	11425
3880	14321	9464	21481	1279	111	543
3881	1066	1243	4632	92	5	21
3882	8545	3813	23451	187	66	8
3883	4103	1448	10844	6	38	0
3884	6792	10974	17409	0	0	0
3885	101678	82045	140830	1980	539	47
3886	108248	102538	112851	1978	298	11
3887	32903	10908	42188	152	4	8
3888	42539	61034	124147	1506	635	58
3889	107	236	974	38	0	21
389	345482	473423	754287	107030	6580	13434
3890	3360	427	3210	3	2	0
3891	10015	10004	20401	414	4	113
3892	3346	526	3766	7	4	0
3893	24620	13775	22041	2929	53	528
3894	12234	5072	12737	527	22	17
3895	24108	19349	45637	3599	284	803
3896	8358	3900	13388	305	146	13
3897	30534	31830	72498	5227	404	1311
3898	8115	2157	7396	98	8	16
3899	8133	4265	20257	612	23	45
39	33706	18769	53008	2660	643	479
390	76617	112130	315203	19742	1736	6405
3900	17451	3962	20305	86	33	2
3901	2889	1455	6704	25	42	2
3902	1560	1101	6019	78	22	5
3903	7821	11802	20711	7	12	35
3904	11709	12682	31506	147	5	35
3905	2158	1446	12400	12	10	36
3906	98	257	1483	2	0	35
3907	10022	3941	19556	7	5	35
3908	3245	3274	19564	99	10	59
3909	275	464	2714	7	1	35
391	67783	77264	231578	7167	1276	2405
3910	241	339	1794	2	1	35
3911	481	833	2749	203	9	71
3912	4784	7762	28586	634	71	183
3913	12700	7228	32734	316	654	55
3914	2567	1928	4217	310	41	71
3915	961	988	3842	222	32	52
3916	1	0	4	0	0	0
3917	1	6	35	0	0	0
3918	468	347	2393	28	0	4
3919	81	24	409	0	0	0
392	63047	58006	158323	12636	4771	2802
3920	12009	3607	17269	113	43	25
3921	49797	32486	61243	103	145	2
3922	504174	525508	699254	123732	4825	15187
3923	24	14	333	0	3	0
3924	546	385	1043	12	0	1
3925	659	622	1708	40	2	2
3926	2583	374	3692	0	0	0
3927	173	67	757	0	0	0
3928	68	23	313	0	0	0
3929	0	0	14	0	0	0
393	341847	249729	712523	20089	3228	7130
3930	29618	17786	38025	1439	122	107
3931	3665	3182	11040	82	21	35
3932	3135	2905	9823	109	16	36
3933	446	220	727	0	0	0
3934	8746	2765	9010	94	14	25
3935	914	809	2738	53	6	16
3936	4454	1853	7657	148	53	27
3937	16071	10240	40401	1059	560	152
3938	1494	1003	4594	58	22	11
3939	696	484	2674	52	8	8
394	298704	258136	614184	27350	3494	11600
3940	722	404	2344	15	0	7
3941	1270	1487	5941	170	23	50
3942	607	606	2020	72	13	14
3943	1748	1078	6397	47	3	12
3944	10540	2737	13682	164	32	11
3945	61	64	265	14	13	2
3946	24	37	175	8	2	1
3947	11	37	104	8	2	2
3948	59	37	202	9	18	0
3949	22	48	77	11	3	0
395	9327	6158	28342	359	61	16
3950	217	393	1296	0	0	0
3951	137	304	565	0	0	0
3952	14016	15266	50888	769	108	212
3953	2954	2245	9970	285	13	56
3954	7964	11341	29381	1480	27	1152
3955	12	0	16	4	0	0
3956	16	11	293	10	0	0
3957	16	11	293	10	0	0
3958	2082	1145	5690	116	14	31
3959	985	865	5597	147	4	51
396	99707	85227	220623	4411	936	782
3960	9436	2780	11520	101	64	11
3961	4633	3386	14991	363	87	36
3962	13598	4442	14768	227	82	20
3963	25	47	542	2	0	0
3964	1945	1167	8292	30	4	0
3965	26	2	179	0	0	0
3966	40	5	310	0	2	0
3967	291	150	627	4	0	0
3968	3501	782	6058	0	0	0
3969	7910	7268	34468	343	48	47
397	26003	27356	95054	3098	231	1017
3970	11289	15329	44419	285	12	10
3971	3	0	95	0	0	0
3972	3	2	100	0	0	0
3973	3	0	95	0	0	0
3974	19908	11590	26997	884	102	49
3975	41020	36066	92128	5643	1083	880
3976	20431	10887	21319	873	38	50
3977	1417	665	4207	0	0	0
3978	1	0	82	0	0	0
3979	5919	9585	25070	37	10	0
398	36476	31147	93141	3979	1147	798
3980	6325	15176	43322	160	86	8
3981	337	534	5705	0	0	0
3982	1505	671	3751	27	6	0
3983	203	283	1232	20	39	0
3984	16	3	69	4	0	0
3985	110	81	751	16	0	0
3986	1493	4519	30751	199	0	37
3987	1790	5691	34120	194	9	47
3988	2821	5906	41603	222	21	45
3989	1401	4824	31079	176	0	45
399	162688	149745	447227	15160	2091	4215
3990	283	313	2229	10	0	4
3991	149	45	1412	4	0	0
3992	12	0	16	4	0	0
3993	4954	8630	22925	5	0	1
3994	137	299	483	0	0	0
3995	138	301	526	0	0	0
3996	521	40	1421	0	0	0
3997	10	0	155	0	0	0
3998	15	19	76	4	2	0
3999	27	22	60	8	5	0
4	6571	6984	25347	937	193	168
40	29068	36033	91908	6344	1203	3000
400	51931	47754	125111	11863	4112	3224
4000	25	26	67	10	5	0
4001	43539	26218	103418	730	346	63
4002	85	59	707	2	0	0
4003	473	2530	3763	0	0	0
4004	934	672	2926	51	6	13
4005	1006	603	3006	72	4	15
4006	1977	749	5336	27	15	1
4007	1008	641	2797	19	9	10
4008	61530	92761	225521	5986	846	659
4009	52949	56492	186785	5275	90	330
401	84516	45279	228074	3117	1699	286
4010	461	702	2599	59	0	56
4011	32	37	296	0	0	0
4012	2	0	18	0	0	0
4013	39	50	342	4	3	1
4014	42	60	261	9	8	1
4015	47	36	244	2	2	1
4016	35807	19201	33397	191	69	0
4017	6346	9657	26959	180	35	20
4018	1553	1024	2786	260	16	33
4019	3238	387	4731	0	2	0
402	448104	452183	698925	64041	6446	4401
4020	143411	143370	170619	7936	335	156
4021	83956	88991	88812	2509	111	16
4022	1428	599	6920	10	0	0
4023	74694	59731	81842	988	154	27
4024	149152	121049	189970	5195	351	213
4025	13	2	137	0	0	0
4026	1	0	11	0	0	0
4027	8819	11793	19709	1678	16	84
4028	7477	10394	26710	876	246	31
4029	6438	4744	20588	479	14	45
403	757258	814666	1500309	247388	8478	35330
4030	3954	2921	9158	193	28	6
4031	3203	2964	12195	258	19	72
4032	137	107	1284	0	0	0
4033	3358	1807	7317	32	4	5
4034	5867	3201	12635	95	21	7
4035	7047	3913	9440	0	14	0
4036	3349	1803	6876	32	4	5
4037	5	1	21	0	0	0
4038	16	2	98	0	0	0
4039	589	1007	1908	0	0	0
404	29854	16354	76388	798	499	19
4040	203	98	1168	0	1	0
4041	1770	1072	7196	11	0	3
4042	7	21	345	0	0	0
4043	1709	596	4723	24	0	4
4044	1485	681	4863	11	0	1
4045	7789	4842	13988	64	37	30
4046	2272	1266	6204	59	4	19
4047	10083	12518	38535	222	10	14
4048	1207	696	1517	0	5	0
4049	1356	1210	3839	68	11	3
405	343938	258011	720919	18807	3586	3520
4050	27826	10219	22220	1150	74	250
4051	5640	3302	17314	56	5	0
4052	30240	6351	26367	343	44	23
4053	30171	7070	19641	776	17	84
4054	617	590	2505	39	20	21
4055	128	53	738	5	11	0
4056	40	65	484	21	14	2
4057	9639	6492	18496	518	87	21
4058	23600	11784	35512	224	51	28
4059	25245	21626	41655	188	24	4
406	462916	272062	1037522	22940	6604	3369
4060	723	239	2514	0	1	0
4061	65	36	310	3	0	4
4062	61	31	1732	1	0	4
4063	2848	1626	13813	51	29	5
4064	78	39	376	3	0	4
4065	1	10	44	1	0	4
4066	1	10	44	1	0	4
4067	21496	3695	14733	94	9	36
4068	100	39	711	0	0	0
4069	10730	13235	14184	0	8	0
407	458991	274330	1068811	23248	6847	3487
4070	17	24	175	3	3	0
4071	3	75	24	1	0	0
4072	3	75	24	1	0	0
4073	6119	4160	16080	475	202	71
4074	7320	4698	18184	558	444	83
4075	86	51	434	0	0	0
4076	26914	23915	38933	4358	249	1481
4077	196	116	1217	18	1	0
4078	3	1	50	0	0	0
4079	37788	15310	32102	1544	55	476
408	60486	81300	181364	16901	2802	6172
4080	3327	2976	19099	11	15	0
4081	9368	5308	18959	677	0	84
4082	53990	56164	126664	9512	1526	1973
4083	5731	5127	20427	511	44	70
4084	15203	10904	35433	1094	101	102
4085	22718	16876	47822	1479	255	243
4086	18295	12714	34681	937	86	205
4087	11548	6213	16389	559	50	25
4088	13514	7106	26685	631	71	50
4089	710	402	1557	12	31	0
409	30645	26490	93573	3497	1387	525
4090	13	4	28	0	0	0
4091	1	0	8	0	0	0
4092	5	0	133	0	0	0
4093	668	364	2012	0	0	0
4094	31734	26785	63573	2924	298	586
4095	499	423	1636	11	1	1
4096	2210	1149	6198	126	17	10
4097	7095	5960	18094	353	62	190
4098	3874	1441	7185	9	1	0
4099	11299	8507	40097	740	307	88
41	27129	43210	82919	9352	803	4583
410	50533	82676	161984	17581	929	9848
4100	93	64	757	10	0	1
4101	13	14	266	0	0	0
4102	238	239	1938	12	0	0
4103	17	4	236	0	0	0
4104	13	15	527	1	0	0
4105	21417	3620	11567	6	23	0
4106	27944	21047	97009	1389	335	220
4107	1872	1257	4401	11	0	0
4108	34424	22388	41058	516	121	40
4109	76262	88217	129159	3673	56	67
411	9792	3527	12073	284	57	40
4110	11173	11168	49282	1098	97	465
4111	13205	16818	38775	239	19	25
4112	15948	18256	42643	263	16	47
4113	2432	5449	23364	108	11	34
4114	3	0	17	0	0	0
4115	0	0	3	0	0	0
4116	1501	2069	1976	0	0	0
4117	2516	4472	7043	148	0	1
4118	20412	2347	9269	3	2	0
4119	7	8	154	0	0	0
412	11331	5707	21823	670	226	64
4120	77	124	682	10	0	1
4121	38	15	326	0	0	0
4122	39	72	528	3	0	1
4123	374	132	2191	0	0	0
4124	3637	1710	7161	103	9	4
4125	18031	15839	32845	2719	186	649
4126	2034	709	4100	45	10	18
4127	3780	1751	7004	138	15	5
4128	40479	47289	141236	2689	88	99
413	11603	5856	17269	636	176	73
4131	0	0	39	0	0	0
4132	561	180	1174	0	0	0
4133	5550	9664	41869	133	23	42
4134	1495	3244	12869	0	0	1
4135	287	209	1139	9	0	1
4136	180	184	496	0	0	1
4137	232	129	446	0	0	0
4138	24183	4598	19432	85	9	7
4139	7840	4857	30625	402	33	47
414	35278	33555	94220	4127	714	714
4140	1469	826	2877	35	12	1
4141	10207	3550	14199	282	106	28
4142	2132	1644	4377	97	0	4
4143	25370	23518	45674	4734	852	1057
4144	10946	9682	19556	1725	161	303
4145	24930	17831	46083	1938	203	323
4146	21188	6285	26208	438	70	13
4147	22140	14718	45141	1753	203	270
4148	6953	5890	23324	777	14	131
4149	5518	6336	17485	849	70	254
415	1999	1599	5537	131	27	18
4150	17	140	1195	2	2	4
4151	479	812	8905	2	1	4
4152	63	61	753	0	1	0
4153	1528	623	2756	1	0	0
4154	340	321	1657	33	0	1
4155	4638	3041	8668	331	45	29
4156	7309	1696	13450	26	30	0
4157	11466	4521	26659	134	72	20
4158	1064	243	2028	0	2	0
4159	34	2	288	0	0	0
416	16080	13563	24318	2249	218	665
4160	537	836	4301	45	10	1
4161	93	192	1240	5	1	0
4162	8579	4813	24247	534	574	68
4163	6983	3644	13475	465	452	67
4164	445	311	1477	25	8	4
4165	10700	17941	38575	157	70	8
4166	5315	2688	15425	124	6	20
4167	7679	5410	27252	98	31	1
4168	2842	618	6518	22	2	1
4169	4697	1619	10447	91	0	4
417	2963	1939	7708	164	43	20
4170	21179	8843	32155	415	0	10
4171	3691	3198	10186	228	43	29
4172	159	303	2536	1	0	0
4173	15871	5176	15153	157	52	11
4174	2332	1595	8496	121	27	38
4175	2094	1544	7534	77	6	37
4176	3229	3164	28797	216	83	20
4177	598	1288	20857	108	0	35
4178	1118	936	8117	70	1	22
4179	2082	2550	6019	209	4	84
418	18558	13471	33377	2050	346	338
4180	4613	2610	7452	13	3	0
4181	22774	20484	38562	533	35	193
4182	3246	3215	15337	117	20	38
4183	676	487	2962	26	5	5
4184	2316	1903	12302	92	3	8
4185	305	298	2434	5	0	7
4186	2219	3997	19269	126	48	14
4187	1137	681	4674	5	3	7
4188	1366	864	6395	17	2	7
4189	17	36	410	6	0	4
419	33719	34983	85701	4603	761	1168
4190	3517	4161	15940	287	34	42
4191	3373	1954	8138	43	3	0
4192	9618	10857	26247	1775	22	301
4193	47547	95451	246869	7278	742	903
4194	17	1	108	0	1	0
4195	543	540	2770	16	0	0
4196	17	1	138	0	0	0
4197	20770	9134	34447	787	40	20
4198	693	315	3320	0	0	0
4199	39833	8384	22513	528	80	28
42	20265	3953	12261	57	10	5
420	38733	47947	111342	5331	782	1313
4200	35188	19106	51804	220	46	70
4201	3751	4584	18254	173	25	58
4202	26	19	163	0	0	0
4203	992	1196	5506	75	7	52
4204	14500	8405	36079	657	130	152
4205	6	16	60	0	0	0
4206	19	66	648	1	0	4
4207	216	163	1588	17	3	1
4208	10	9	122	0	0	0
4209	173	279	1298	23	7	1
421	2413	1352	8182	97	38	5
4210	2560	1576	9182	111	71	4
4211	91	52	846	2	0	1
4212	1482	764	4193	54	7	2
4213	62602	26756	108421	407	280	5
4214	168211	151173	212789	7006	420	199
4215	140082	155149	198059	6485	794	172
4216	31237	37020	84076	450	127	38
4217	9959	5878	20511	776	25	372
4218	6723	1152	4688	0	0	0
4219	11544	2688	13612	123	20	1
422	24	32	355	0	1	0
4220	1414	1144	6374	164	9	25
4221	429	431	3189	68	3	22
4222	0	6	10	0	0	0
4223	12	16	94	7	0	1
4224	0	6	10	0	0	0
4225	11918	6213	24169	604	102	33
4226	36768	28633	42460	486	92	10
4227	8758	7545	24763	241	0	20
4228	4114	686	5472	44	8	0
4229	8311	11263	35206	421	16	177
423	9863	12096	46689	324	7	1
4230	2446	953	6827	31	9	0
4231	7121	5651	30114	93	27	3
4232	36867	14937	43764	1004	81	33
4233	96758	69347	75564	1159	87	15
4234	13938	4717	16198	102	37	2
4235	61	175	1079	13	0	8
4236	1360	584	3628	29	22	0
4237	3163	2019	13099	14	12	0
4238	18421	15800	89005	1069	202	87
4239	11183	7362	70106	866	21	60
424	570035	1160878	1156251	263537	7119	106528
4240	553	372	2112	0	1	0
4241	936	619	3341	39	5	7
4242	8962	5906	25314	419	54	44
4243	57	54	850	0	0	0
4244	1118	1739	4885	23	4	16
4245	1119	1748	5000	23	4	16
4246	1118	1739	4885	23	4	16
4247	1118	1739	4885	23	4	16
4248	538	408	998	0	0	0
4249	13955	15136	77713	1037	96	121
425	584443	1139129	1118440	248138	5458	98872
4250	4709	3948	10819	334	21	102
4251	164	235	1807	11	1	1
4252	62568	28401	118368	1509	583	188
4253	14259	12315	38053	126	39	0
4254	19554	11562	63920	614	80	19
4255	22105	12672	72232	740	111	29
4256	2622	1151	9130	137	0	10
4257	3214	1786	13254	223	7	17
4258	468	679	2868	27	0	1
4259	451	543	2204	25	0	0
426	163996	83881	325855	5812	1383	2602
4260	3870	9308	32949	707	53	351
4261	28499	29619	64466	459	180	167
4262	20401	2354	8741	1	0	0
4263	4417	5181	21859	191	39	22
4264	8727	3819	15887	158	67	10
4265	1803	895	4646	30	8	0
4266	2246	1040	3278	0	18	0
4267	3342	1410	7816	38	14	1
4268	135	66	844	3	0	0
4269	1278	643	3212	45	1	7
427	24184	21843	34937	4680	354	1261
4270	489	647	4094	67	8	18
4271	489	647	4094	67	8	18
4272	47717	75843	175921	3777	312	456
4273	44450	84303	206708	5657	372	788
4274	66	57	309	21	0	1
4275	20101	2528	8393	4	6	0
4276	499	387	2122	2	0	0
4277	8	15	360	2	0	0
4278	369	676	2617	54	5	31
4279	1367	1064	4362	58	1	31
428	560951	1120431	1036807	242935	3490	97629
4280	627	842	3965	84	10	22
4281	17709	6860	22535	479	173	32
4282	2802	747	3492	94	2	13
4283	3919	1930	7831	155	13	38
4284	13566	5749	16696	590	101	36
4285	26578	13230	37630	1321	227	177
4286	9063	3427	9806	200	2	10
4287	1033	535	2767	0	0	0
4288	6753	3675	10759	153	11	1
4289	17656	23068	65784	520	93	18
429	31820	26616	79390	3441	283	2416
4290	10337	6632	16343	912	146	109
4291	12632	6353	28902	310	150	17
4292	4433	3343	16891	129	26	11
4293	16287	10388	16585	2037	106	311
4294	716	1405	4534	119	17	43
4295	2457	5065	11171	786	49	1058
4296	2154	4107	8610	567	33	906
4297	53	25	119	0	0	0
4298	3137	4113	15773	31	0	2
4299	11359	10505	32539	375	0	20
43	154321	201696	303053	14936	906	4137
430	1305	811	4680	25	10	0
4300	4086	2706	13029	101	17	13
4301	111213	81528	145040	2918	176	123
4302	33443	24783	62130	9	242	2
4303	2555	2742	4588	57	0	0
4304	3698	5382	11011	377	25	7
4305	6	15	269	0	0	0
4306	16	39	250	0	0	0
4307	6172	2900	14498	127	1	20
4308	1849	721	2841	0	2	0
4309	23	28	344	0	0	0
431	5122	4678	14411	434	15	11
4310	3989	1317	4539	47	6	0
4311	219	230	1896	5	7	0
4312	15597	11583	36386	419	65	28
4315	70	171	859	0	0	0
4316	1461	615	4162	0	4	0
4317	3	0	89	0	0	0
4318	826	420	4844	0	5	1
4319	1358	751	6015	18	46	0
432	2307	894	4050	50	4	4
4320	69	22	829	0	0	0
4321	8962	11148	37679	679	33	232
4322	4	11	93	0	0	0
4323	2011	1255	6631	24	15	0
4324	25868	10361	32318	944	210	99
4325	7485	12615	18487	7	1	0
4326	12159	4543	13586	224	50	33
4327	8470	5041	15827	527	100	46
4328	20996	5887	18350	363	59	41
4329	266	194	1741	12	0	1
433	2001	2807	7854	156	27	7
4330	1696	1500	6693	86	0	10
4331	20449	29285	72598	1280	140	389
4332	25062	7222	27202	143	27	13
4333	73	42	462	5	1	0
4334	556	366	2042	1	0	0
4335	13	26	193	7	1	1
4336	44	80	452	10	0	1
4337	176	416	1903	5	1	0
4338	7	3	30	0	0	0
4339	3135	1941	9428	351	41	45
434	6997	10395	27043	1199	59	713
4340	13895	12232	33502	41	29	5
4341	5	1	119	0	0	0
4342	86	82	712	0	0	0
4343	11	12	59	1	0	0
4344	216	95	703	11	2	0
4345	178	47	522	0	2	0
4346	5	8	33	0	0	0
4347	14184	9003	42117	640	206	121
4348	5165	3486	13702	254	0	10
4349	2200	1350	6576	25	0	0
435	2497	3486	8370	750	73	257
4350	152	92	1291	0	0	0
4351	276	136	1428	2	0	0
4352	430	270	2500	3	2	0
4353	5241	1980	8424	178	22	27
4354	285	165	872	11	20	0
4355	5999	2400	14937	70	8	5
4356	17	9	51	2	0	0
4357	57	66	764	1	0	1
4358	10	5	47	0	0	0
4359	1916	866	8243	84	16	2
436	3920	5531	14742	1070	42	407
4360	3224	2728	16658	141	37	43
4361	4310	2037	7380	163	9	4
4362	71881	55793	90777	884	181	31
4363	122	49	1068	0	0	0
4364	4811	6984	18234	990	260	181
4365	12348	14219	31008	2970	783	499
4366	2084	2082	12564	249	32	37
4367	5496	8382	23044	1231	493	223
4368	1553	1435	5264	104	0	16
4369	23174	9035	24843	664	81	308
437	8001	7342	25514	911	54	351
4370	24697	13508	32122	337	3	10
